"window","days","clim_n","sif_anom","nirvr_anom","phif_anom"
"baseline",6,9,0.00609882052785373,0.901798591428255,-0.000334955127939036
"pre7",6,9,0.0554304777802242,-1.18337932309341,0.00147481884102579
"acute",4,8,-0.11494831466944,-15.6273802574728,0.000427027460287803
"early",6,8,-0.0219681266630213,1.39573676876057,-0.00179422414165456
"recov2",6,7,0.0201631235892499,2.11737704672549,-0.000507388388278323
"recov3",4,5,-0.0572939155332739,-4.57405347848374,-0.000341769475343482
