"cstart","dSIF","gpp_ev","gpp_clim","dGPP"
345,-0.0988044489931511,437.667822677925,444.166604342581,-6.49878166465624
353,0.194529206590498,636.848148371532,538.158281731671,98.6898666398605
361,0.15384335769954,710.465283474065,590.852651789304,119.612631684761
