"cstart","dSIF","gpp_ev","gpp_clim","dGPP"
49,-0.0173843746193961,821.749354588231,855.816332635505,-34.0669780472739
57,0.006609730370757,799.09380574304,812.000075460883,-12.9062697178426
65,-0.0112399467969828,758.373261480808,833.728451432073,-75.3551899512651
73,-0.016104248983941,738.205888750995,834.926543869442,-96.7206551184478
81,0.00319570423323546,804.505436501879,796.635829957872,7.86960654400707
89,0.0583055894298785,783.941772465528,774.106940606878,9.83483185865077
