"rel","date","n","sif","nirvr","phif","clim_n","sif.clim","nirvr.clim","phif.clim","sif_anom","nirvr_anom","phif_anom","window"
-14,2019-04-11,35,0.485273880617959,61.2318759012016,0.00795992158576261,7,0.466440272345219,48.4658916335723,0.0097108907750723,0.0188336082727403,12.7659842676293,-0.00175096918930969,"baseline"
-13,2019-04-12,398,0.466393936273347,55.7042353693942,0.00816074558323479,7,0.448159709555365,48.6854974191514,0.00929329885774211,0.0182342267179815,7.01873795024284,-0.00113255327450732,"baseline"
-12,2019-04-13,337,0.416382692168392,54.8018906412726,0.00745477102314896,6,0.449288788380445,48.2003396751858,0.00941933380805985,-0.0329060962120526,6.6015509660868,-0.00196456278491089,"baseline"
-11,2019-04-14,28,0.462089914296355,52.6160808644527,0.0087092011258424,6,0.449288788380445,48.2003396751858,0.00941933380805985,0.0128011259159098,4.41574118926688,-0.00071013268221745,"baseline"
-10,2019-04-15,0,NA,NA,NA,6,0.428863276730993,46.3892480844602,0.00932744460759583,NA,NA,NA,"baseline"
-9,2019-04-16,10,0.586468349397183,57.1261713181203,0.0101981969691089,6,0.420008522213002,48.0352889038372,0.00867831931412862,0.16645982718418,9.09088241428304,0.00151987765498028,"baseline"
-8,2019-04-17,564,0.442590319417774,54.5288541574031,0.00793821291347389,7,0.419001693145526,47.7877667156494,0.00868322290451326,0.0235886262722481,6.74108744175367,-0.000745009991039368,"baseline"
-7,2019-04-18,735,0.368375022522472,51.3942876940519,0.0070305367762119,7,0.442285356374807,45.8605346684238,0.0097714713908134,-0.0739103338523351,5.53375302562809,-0.0027409346146015,"pre7"
-6,2019-04-19,2,0.500076055526733,48.1867806452757,0.0109834006298953,6,0.449981262465404,45.6115197036155,0.0100239287685518,0.0500947930613298,2.57526094166025,0.000959471861343472,"pre7"
-5,2019-04-20,0,NA,NA,NA,6,0.439723192842796,44.7169243398677,0.009966677320756,NA,NA,NA,"pre7"
-4,2019-04-21,0,NA,NA,NA,5,0.430354450021839,43.905493094425,0.00997616448631234,NA,NA,NA,"pre7"
-3,2019-04-22,557,0.405570632164472,49.5261780386105,0.00798801471955627,6,0.427946194714377,44.1067882737871,0.00982553624700807,-0.0223755625499046,5.41938976482332,-0.0018375215274518,"pre7"
-2,2019-04-23,0,NA,NA,NA,8,0.441781310140717,45.2072886338243,0.00987142273722979,NA,NA,NA,"pre7"
-1,2019-04-24,50,0.322569282501936,42.9787287949296,0.00748974310203784,7,0.44698094096436,45.3690605761396,0.00998578940790222,-0.124411658462425,-2.39033178121,-0.00249604630586438,"pre7"
0,2019-04-25,0,NA,NA,NA,7,0.445976831646035,44.5001316337975,0.0101509910085467,NA,NA,NA,"acute"
1,2019-04-26,0,NA,NA,NA,7,0.439848877021827,44.0938000699798,0.0101041241766829,NA,NA,NA,"acute"
2,2019-04-27,0,NA,NA,NA,9,0.428553425656636,46.3700108061059,0.00918792518189568,NA,NA,NA,"acute"
3,2019-04-28,121,0.33652499434923,47.481603333927,0.00698307112607937,12,0.443582319431476,46.9504338797267,0.00938704400536067,-0.107057325082246,0.531169454200338,-0.0024039728792813,"acute"
4,2019-04-29,0,NA,NA,NA,12,0.424188792943969,44.8916078168486,0.00928710748537196,NA,NA,NA,"acute"
5,2019-04-30,0,NA,NA,NA,13,0.424477243415038,45.1541657217729,0.0092413565607419,NA,NA,NA,"acute"
6,2019-05-01,0,NA,NA,NA,15,0.429027641461545,45.3725523032775,0.00930050205801411,NA,NA,NA,"acute"
7,2019-05-02,0,NA,NA,NA,15,0.423477445293219,45.0368389228114,0.00924004597007278,NA,NA,NA,"early"
8,2019-05-03,137,0.357200953511209,40.4903927631606,0.00874071637260632,18,0.427801758094509,45.2247700275208,0.00931295407359009,-0.0706008045833008,-4.73437726436015,-0.000572237700983773,"early"
9,2019-05-04,0,NA,NA,NA,20,0.423605911440672,45.2135022392702,0.00920512597500181,NA,NA,NA,"early"
10,2019-05-05,69,0.633031318585078,48.7274401136667,0.0131779015998581,19,0.426423852233802,45.3058806392424,0.00924831278296114,0.206607466351276,3.42155947442438,0.00392958881689692,"early"
11,2019-05-06,0,NA,NA,NA,19,0.405954229606268,43.997768401396,0.00901827806037676,NA,NA,NA,"early"
