"window","days","clim_n","sif_anom","nirvr_anom","phif_anom"
"baseline",6,6,0.0345018863585012,7.77233070487708,-0.000797225044500741
"pre7",4,6,-0.0426506904508336,2.78451798772542,-0.00152875764664355
"acute",1,11,-0.107057325082246,0.531169454200338,-0.0024039728792813
"early",4,18,0.0165884137744439,-1.7765434905489,0.00081940729627313
"recov2",3,20,0.00611386637789363,0.586723764944037,0.000388735094671621
"recov3",3,17,0.0191404101121557,2.73518592674277,-8.21346447354409e-05
