"window","RR_sif","RR_nirvr","RR_phif"
"acute",0.762277069171354,0.882906056874981,0.846383840944048
"early",1.08681380468293,0.905487265440366,1.18929986674076
"recov2",0.93841897205111,0.835410219674303,1.09854859391237
"recov3",0.722914023760656,0.76232618415087,0.915822239227585
