"window","days","clim_n","sif_anom","nirvr_anom","phif_anom"
"baseline",7,8,-0.010747356570088,0.254143240150645,-8.4429573108287e-05
"pre7",7,7,0.0231533078284347,3.04237702965591,-2.72453165864288e-05
"acute",7,7,-0.0443413247785952,4.47989217148143,-0.0020446599108353
"early",7,9,0.0164750951672005,3.8552061216472,-0.000575008247042625
"recov2",4,8,-0.0840068147761749,-4.53545575602364,-0.000790424765067173
"recov3",7,7,0.0443554419714027,4.46187826092568,0.000209462612823976
