"window","days","clim_n","sif_anom","nirvr_anom","phif_anom"
"baseline",6,5,0.157774264315972,14.3075301049156,0.000674329086680802
"pre7",4,5,0.0817072933036636,7.18327907858758,0.000646081598441411
"acute",4,6,0.144254788166875,11.0083920565361,0.000910941857746995
"early",5,6,0.120067636210557,8.06503953815002,0.00123463340245114
"recov2",4,6,0.0376867664597393,4.3640217293661,0.000176951144845371
"recov3",5,6,-0.00147046243081191,5.32375109672929,-0.000603046154191371
