"rel","n","sif","sif_raw","nirvr","phif","phif_raw","clim_n","sif.clim","sif_raw.clim","nirvr.clim","phif.clim","phif_raw.clim","window","sif_anom","sif_raw_anom","nirvr_anom","phif_anom","phif_raw_anom","dcf"
-14,228,0.388075253999743,1.16197452429486,48.9417090969061,0.00785900462090991,0.0235345356600921,4,0.379121967343307,1.08366164104992,52.6985174731524,0.00711233813677364,0.0204322685283131,"baseline",0.00895328665643647,0.0783128832449398,-3.75680837624635,0.000746666484136266,0.00310226713177897,0.333979141440511
-13,281,0.437856637047491,1.16187208760994,62.78199095717,0.00692180737443816,0.0183660067624391,4,0.375724889022657,1.06328791911929,52.7187271281263,0.00702713252269407,0.019964876113154,"baseline",0.0621317480248337,0.098584168490649,10.0632638290438,-0.000105325148255908,-0.00159886935071493,0.376854424610713
-12,251,0.33368443924353,0.922041054185437,52.7380357063095,0.00616633420816346,0.017057054568996,5,0.37326834176584,1.06321013189016,52.0145615362584,0.00711445490680239,0.02033777359407,"baseline",-0.0395839025223102,-0.141169077704726,0.723474170051126,-0.00094812069863892,-0.00328071902507393,0.361897594178513
-11,871,0.228054383438696,0.654535664900941,43.2246127791343,0.00515745618310621,0.0148047519911667,4,0.344330551713632,1.00049964727685,48.7668541972282,0.00702454246400857,0.0204026125970585,"baseline",-0.116276168274935,-0.345963982375906,-5.54224141809397,-0.00186708628090236,-0.00559786060589181,0.348421630276191
-10,1107,0.165506667363545,0.486526358983724,41.1908622048503,0.00386111773437201,0.0113490589361571,4,0.344330551713632,1.00049964727685,48.7668541972282,0.00702454246400857,0.0204026125970585,"baseline",-0.178823884350087,-0.513973288293122,-7.57599199237788,-0.00316342472963655,-0.00905355366090136,0.34018026836051
-9,0,NA,NA,NA,NA,NA,4,0.389447671122467,1.11592050037329,53.5741908717204,0.00725699525000392,0.0208540241684547,"baseline",NA,NA,NA,NA,NA,NA
-8,10,0.445198307931423,1.15397099852562,46.4383625094217,0.00961154513380761,0.024911899657929,4,0.403429621788172,1.14503912715286,54.6084672272391,0.00734435323477274,0.0208974162582342,"baseline",0.0417686861432515,0.00893187137275708,-8.17010471781739,0.00226719189903488,0.00401448339969481,0.38579679082077
-7,72,0.278150459919642,0.761634621044828,44.528331911219,0.00616332129943361,0.016878838304863,5,0.386032735625663,1.10106327052773,53.0610089838568,0.00719623811993096,0.0205787900791076,NA,-0.107882275706021,-0.339428649482907,-8.53267707263782,-0.00103291682049735,-0.00369995177424465,0.36520196460879
-6,1326,0.208108369682933,0.590677267914992,40.066961266928,0.00506823943495938,0.0143904085180309,6,0.378764770919881,1.08885744090963,52.0063396614329,0.00719792059516115,0.0207536774394541,NA,-0.170656401236948,-0.498180172994641,-11.9393783945048,-0.00212968116020178,-0.00636326892142321,0.352321616197499
-5,718,0.244467018474695,0.714269295224238,42.2961682513539,0.00556220172997628,0.0162545013767026,6,0.378764770919881,1.08885744090963,52.0063396614329,0.00719792059516115,0.0207536774394541,NA,-0.134297752445186,-0.374588145685395,-9.71017141007898,-0.00163571886518487,-0.00449917606275154,0.34226169332667
