"cstart","dSIF","gpp_ev","gpp_clim","dGPP"
345,0.148426671994512,380.807730586588,408.032399005735,-27.2246684191475
353,0.122688227892818,574.70507171174,487.813588324851,86.8914833868882
361,0.12042350880005,635.577409460807,456.899177776914,178.678231683892
