"window","days","clim_n","sif_anom","nirvr_anom","phif_anom"
"baseline",6,9,-0.0411997877236111,-3.96147463704632,-0.00937164752407074
"pre7",7,9,0.202671683464461,11.2028279980299,0.00241753834740138
"acute",6,8,0.0857992589619569,2.14827212898048,0.00146740976397758
"early",7,8,0.115283524253557,7.78866582544154,0.000931081206153358
"recov2",7,8,0.108964544908673,8.44202845025788,0.00102497616049405
"recov3",7,8,-0.0389277238975598,1.67167210663655,-0.000715208720486222
