"cstart","dSIF","gpp_ev","gpp_clim","dGPP"
97,0.00424071617364475,781.295024116769,772.128532347247,9.16649176952296
105,0.0287714700231036,741.911202221551,755.564633021374,-13.6534307998232
113,-0.115734491772335,603.901047479221,707.769736607281,-103.86868912806
121,0.0165884137744439,699.328566295536,674.869653243608,24.4589130519273
129,-0.00182494892774448,646.789507123192,635.047666412054,11.7418407111373
137,0.041531312590563,633.703103175038,569.775267481584,63.9278356934533
