"rel","date","n","sif","nirvr","phif","sif_raw","phif_raw","clim_n","sif.clim","nirvr.clim","phif.clim","sif_raw.clim","phif_raw.clim","sif_anom","nirvr_anom","phif_anom","sif_raw_anom","phif_raw_anom","dcf","dcf.clim","window"
-14,2019-02-18,171,0.471661082398125,53.2638495114467,0.00882200419731685,1.37894808339794,0.0257904354366812,9,0.580089096749829,60.4581765787105,0.00957745318512877,1.63848330218716,0.027125934672206,-0.108428014351705,-7.19432706726382,-0.000755448987811918,-0.259535218789218,-0.00133549923552475,0.342044119047528,0.354040285900679,"baseline"
-13,2019-02-19,5,0.532532900571823,50.8279654296685,0.0110775884795492,1.57285809516907,0.0326739616628843,9,0.576210733470096,60.9911560403223,0.00944160652083712,1.63378905082396,0.026836519317767,-0.0436778328982731,-10.1631906106538,0.00163598195871212,-0.0609309556548885,0.00583744234511728,0.338576571025361,0.352683679193162,"baseline"
-12,2019-02-20,7,0.557146604572024,63.4735276014007,0.00882271523389751,1.46601980924606,0.0232147463473975,8,0.571788860124065,61.1784126899341,0.00933613550138175,1.62101259844714,0.0265414038708939,-0.0146422555520418,2.2951149114666,-0.000513420267484247,-0.154992789201075,-0.00332665752349635,0.38004029758544,0.352735605307334,"baseline"
-11,2019-02-21,280,0.624919952625143,69.1389600473988,0.00897012534114525,1.71105253246746,0.0245447400618405,8,0.570752274326079,61.3964903939063,0.00925922104170432,1.6138046417431,0.0262430555245761,0.0541676782990634,7.74246965349241,-0.000289095700559065,0.0972478907243555,-0.00169831546273555,0.365225462554305,0.353668752439327,"baseline"
-10,2019-02-22,1208,0.594312226422715,64.5578304626456,0.00913785335803704,1.68305794861929,0.0258777794421924,8,0.559542431074723,61.2773423936768,0.00908113071695384,1.58378381161103,0.0257636715863616,0.0347697953479923,3.28048806896881,5.67226410832025e-05,0.0992741370082653,0.000114107855830811,0.353114535901906,0.35329470283293,"baseline"
-9,2019-02-23,1985,0.515859377923978,59.4994774641173,0.00864334575179798,1.4992364743016,0.0251110758354962,8,0.534103339201976,59.5635331075602,0.00890989822581256,1.53454915868804,0.0256373051069154,-0.0182439612779985,-0.0640556434428703,-0.000266552474014586,-0.0353126843864422,-0.000526229271419123,0.344081395274407,0.348052283746065,"baseline"
-8,2019-02-24,2260,0.532616271653658,62.8178165613445,0.00848278943307241,1.58050399578127,0.0251623517778165,8,0.511793177211311,56.9353131928573,0.00894198361475593,1.48850549451974,0.026018809341335,0.0208230944423462,5.88250336848714,-0.000459194181683515,0.0919985012615336,-0.000856457563518508,0.336991411015305,0.343830223734875,"baseline"
-7,2019-02-25,211,0.444198178401067,53.9598867881429,0.00819676412051396,1.32922410362917,0.0245373109202962,7,0.508041679365619,56.227103084904,0.00898747768398564,1.48234160391592,0.0262268377607701,-0.063843500964552,-2.26721629676114,-0.000790713563471676,-0.153117500286755,-0.00168952684047389,0.334178546106919,0.342729150975402,"pre7"
-6,2019-02-26,42,0.594198886837278,64.2871083771634,0.00890426231427242,1.62068690572466,0.0242915998506608,7,0.509564209352715,57.1633316896858,0.00888483123439274,1.48043322871713,0.0258296053867711,0.0846346774845631,7.12377668747767,1.94310798796744e-05,0.140253677007532,-0.00153800553611027,0.366633977690831,0.344199386685125,"pre7"
-5,2019-02-27,2074,0.557710322582413,65.5742868478727,0.00845990264371641,1.5733739931492,0.0238631658741723,7,0.499458089018358,57.3284798916225,0.0086511465062155,1.44751299715021,0.0250855802222012,0.0582522335640553,8.24580695625022,-0.000191243862499097,0.12586099599899,-0.00122241434802892,0.354467739400041,0.345045667984789,"pre7"
-4,2019-02-28,3304,0.50760042307488,60.5983888882309,0.00838030298879413,1.47175978714055,0.0242940034642577,7,0.484061499049577,56.4454412317609,0.0085169902044432,1.40933342147888,0.0248152933063214,0.0235389240253027,4.15294765647007,-0.000136687215649077,0.0624263656616686,-0.000521289842063764,0.344893526450459,0.343468402630819,"pre7"
-3,2019-03-01,474,0.51284341296016,58.2264313301346,0.00882153561493183,1.52774725827675,0.0262706995802049,7,0.475736311719082,55.7965253971154,0.00849557580907308,1.39464138503018,0.0249306853655924,0.0371071012410786,2.42990593301918,0.00032595980585875,0.13310587324657,0.00134001421461257,0.335686030645298,0.341117305728587,"pre7"
