"rel","date","n","sif","nirvr","phif","sif_raw","phif_raw","clim_n","sif.clim","nirvr.clim","phif.clim","sif_raw.clim","phif_raw.clim","sif_anom","nirvr_anom","phif_anom","sif_raw_anom","phif_raw_anom","dcf","dcf.clim","window"
-14,2020-01-08,53,0.662958795029037,46.6912894159417,0.0149572852411787,1.71329719165586,0.0386380404526584,9,0.474396734325113,39.7064840257365,0.0120423708786204,1.27425310425282,0.0324512404300436,0.188562060703925,6.98480539020517,0.0029149143625583,0.439044087403037,0.00618680002261485,0.386949093395935,0.372293960078898,"baseline"
-13,2020-01-09,107,0.63377488582073,45.6420257445333,0.0136165476924023,1.63976764678955,0.0351488180548136,9,0.466540992130348,40.4878518482265,0.0115302620355295,1.24845499082514,0.0309198404333372,0.167233893690382,5.15417389630677,0.00208628565687278,0.391312655964406,0.00422897762147643,0.386502860366575,0.373694683075435,"baseline"
-12,2020-01-10,730,0.475225787028696,43.7782362604127,0.0105799164079455,1.27559993460851,0.0283602819893693,9,0.46407801650929,40.0399024856726,0.0116662676086734,1.2535901372757,0.0316047677574082,0.0111477705194057,3.7383337747401,-0.00108635120072785,0.0220097973328126,-0.00324448576803889,0.372550808553111,0.370199160562817,"baseline"
-11,2020-01-11,3882,0.369153731152095,36.8463948826452,0.00975851312311947,1.01513877655125,0.0268434897862566,9,0.462938409894797,39.7260780471724,0.0117712765541949,1.26628908359602,0.0323010725868878,-0.093784678742702,-2.87968316452714,-0.00201276343107548,-0.251150307044772,-0.00545758280063119,0.363648537204171,0.36558667044664,"baseline"
-10,2020-01-12,1408,0.393744346752597,35.6460055637238,0.0110905721790586,1.1102621460731,0.0312754885051876,9,0.480837073896771,40.0518776764296,0.0121410647728845,1.30730794488996,0.0331358854714067,-0.0870927271441745,-4.40587211270583,-0.00105049259382589,-0.197045798816865,-0.00186039696621909,0.35464088201623,0.367807046362931,"baseline"
-9,2020-01-13,152,0.564948147554931,42.2655203212799,0.013658407025076,1.61658366749945,0.0390862772686936,9,0.503301893158454,41.3293286669142,0.0123338205671239,1.3625735014229,0.0335236344584353,0.0616462543964773,0.936191654365736,0.00132458645795204,0.254010166076553,0.00556264281025829,0.349470404107693,0.369375958532048,"baseline"
-8,2020-01-14,123,0.707155249770579,47.4161347914062,0.0153345602082174,1.82863342483354,0.0395668976872248,9,0.495630898584511,41.9183918581133,0.0118766140124397,1.33758875087488,0.032165809692358,0.211524351186068,5.49774293329288,0.00345794619577767,0.491044673958655,0.00740108799486675,0.386712416040931,0.37054057030633,"baseline"
-7,2020-01-15,382,0.550452953408392,45.8090243556454,0.0119279829082955,1.47159441891529,0.0318410668107434,9,0.464393705642038,41.3859311909593,0.0112834993710839,1.24781068802821,0.0304497383126525,0.086059247766354,4.42309316468602,0.000644483537211603,0.223783730887078,0.00139132849809094,0.374052080065737,0.372166795891028,"pre7"
-6,2020-01-16,737,0.497247554882372,39.6072216817056,0.0126767300648524,1.37051151265053,0.0349082634167622,9,0.441924346229092,39.9308556039896,0.0111891600159822,1.20589569214353,0.030639175234686,0.0553232086532799,-0.323633922283996,0.00148757004887014,0.164615820507003,0.00426908818207627,0.362818955034322,0.366469794285072,"pre7"
-5,2020-01-17,730,0.561456306959974,40.0124920948128,0.0146152604315022,1.58317468834352,0.0412023550996706,9,0.440272583795383,39.7162770462852,0.0110563239947449,1.19631499488163,0.0302076581094099,0.121183723164592,0.296215048527621,0.00355893643675734,0.38685969346189,0.0109946969902607,0.354639517100559,0.368023961648116,"pre7"
-4,2020-01-18,239,0.527526919016903,36.0978855884707,0.014867094523981,1.50593263235052,0.0424586479856551,8,0.449318737162753,39.5915997243534,0.0113420064652586,1.22041168691986,0.0309911528118614,0.0782081818541497,-3.49371413588266,0.00352508805872239,0.285520945430666,0.0114674951737936,0.350299148636893,0.368169808580553,"pre7"
-3,2020-01-19,17,0.414358844761463,28.6041425010374,0.0144273702844769,1.03340572622769,0.0359823328561068,8,0.46638685733314,40.6546759547847,0.0114298983782033,1.25922547349099,0.0310108632947223,-0.0520280125716772,-12.0505334537472,0.00299747190627363,-0.225819747263303,0.00497146956138447,0.400964339799069,0.370375970905481,"pre7"
-2,2020-01-20,5,0.574300783872604,20.0700266142535,0.0287594265209869,1.49804162979126,0.0750179746795625,8,0.480967627531285,42.9515803681764,0.01113144751823,1.29248325658852,0.0300021750530183,0.0933331563413196,-22.8815537539229,0.0176279790027569,0.205558373202745,0.0450157996265442,0.38336770651202,0.372126776172552,"pre7"
-1,2020-01-21,0,NA,NA,NA,NA,NA,8,0.47020520783905,42.1458506453773,0.0112418595286225,1.280909277775,0.0307507117252705,NA,NA,NA,NA,NA,NA,0.367087049799356,"pre7"
0,2020-01-22,0,NA,NA,NA,NA,NA,8,0.466897654910916,41.8066906082529,0.0112748774897372,1.28878036308787,0.0312316145388876,NA,NA,NA,NA,NA,NA,0.362278684780893,"acute"
1,2020-01-23,6,0.291949453453223,21.8641616824432,0.0138146691742685,0.848715568582217,0.0401589604033761,8,0.470975099939368,41.6126500380138,0.0113987911855765,1.29601182493872,0.0314724459242948,-0.179025646486145,-19.7484883555706,0.00241587798869203,-0.447296256356504,0.00868651447908131,0.343989746695616,0.363403397157767,"acute"
2,2020-01-24,67,0.563776848921135,45.4636703141147,0.0125593543582702,1.43779025193471,0.0320325733236653,8,0.480173209343972,42.2534890494763,0.0114607948971604,1.31713545039745,0.03153118480998,0.083603639577163,3.21018126463831,0.0010985594611098,0.120654801537261,0.000501388513685266,0.392113417212637,0.364558716568657,"acute"
3,2020-01-25,191,0.403339408228359,47.455289282461,0.00713993628701853,1.06937896255501,0.0188812704876541,8,0.469200536495667,42.3614100609268,0.0111506061279921,1.28111886434846,0.0305144195971571,-0.0658611282673081,5.09387922153418,-0.00401066984097357,-0.211739901793443,-0.0116331491095029,0.377171631714805,0.366242781644067,"acute"
4,2020-01-26,193,0.479285413220795,43.2703256017074,0.0111451983185387,1.31618827881552,0.0305985409738069,7,0.468175829604945,42.5374546242842,0.0111634606156164,1.29067050278859,0.0308029100605069,0.0111095836158497,0.732870977423197,-1.82622970777164e-05,0.0255177760269265,-0.000204369086699938,0.364146544179925,0.362738459268586,"acute"
5,2020-01-27,572,0.41526595422578,38.3790100824689,0.0108240456444156,1.17038720560267,0.0305050258461204,8,0.466367319343458,42.3029668379207,0.0111815077660349,1.29408990065541,0.0310593203177882,-0.0511013651176783,-3.9239567554518,-0.000357462121619211,-0.123702695052747,-0.000554294471667837,0.354810743177893,0.360382473510734,"acute"
6,2020-01-28,1544,0.476501875899428,49.185329531148,0.00985502419541716,1.35606227092441,0.0280746988866989,8,0.444448133962362,40.816653492431,0.0112358310090243,1.22915659198061,0.03098588149832,0.0320537419370653,8.36867603871702,-0.00138080681360718,0.126905678943798,-0.00291118261162109,0.351386426800741,0.361587886248241,"acute"
7,2020-01-29,221,0.562431192185679,44.503574253196,0.0130905745398941,1.62705294477724,0.0378992439720608,8,0.429172207813098,39.7243285995454,0.0111556396011387,1.18251311305714,0.0306656806396232,0.133258984372581,4.77924565365054,0.00193493493875537,0.444539831720098,0.0072335633324376,0.345674794413455,0.362932303307456,"early"
8,2020-01-30,210,0.696572171180465,52.4367120325929,0.0133323339035847,1.83813071761812,0.0351240206399021,8,0.425345675583475,40.7989291807028,0.0105998681276381,1.16752163951818,0.0290048895830244,0.27122649559699,11.6377828518901,0.00273246577594665,0.670609078099943,0.00611913105687764,0.378956819830035,0.36431502525213,"early"
