"rel","date","n","sif","nirvr","phif","clim_n","sif.clim","nirvr.clim","phif.clim","sif_anom","nirvr_anom","phif_anom","window"
3,2020-01-25,191,0.403339408228359,47.455289282461,0.00713993628701853,8,0.469200536495667,42.3614100609268,0.0111506061279921,-0.0658611282673081,5.09387922153418,-0.00401066984097357,"acute"
4,2020-01-26,193,0.479285413220795,43.2703256017074,0.0111451983185387,7,0.468175829604945,42.5374546242842,0.0111634606156164,0.0111095836158497,0.732870977423197,-1.82622970777164e-05,"acute"
5,2020-01-27,572,0.41526595422578,38.3790100824689,0.0108240456444156,8,0.466367319343458,42.3029668379207,0.0111815077660349,-0.0511013651176783,-3.9239567554518,-0.000357462121619211,"acute"
6,2020-01-28,1544,0.476501875899428,49.185329531148,0.00985502419541716,8,0.444448133962362,40.816653492431,0.0112358310090243,0.0320537419370653,8.36867603871702,-0.00138080681360718,"acute"
7,2020-01-29,221,0.562431192185679,44.503574253196,0.0130905745398941,8,0.429172207813098,39.7243285995454,0.0111556396011387,0.133258984372581,4.77924565365054,0.00193493493875537,"early"
8,2020-01-30,210,0.696572171180465,52.4367120325929,0.0133323339035847,8,0.425345675583475,40.7989291807028,0.0105998681276381,0.27122649559699,11.6377828518901,0.00273246577594665,"early"
9,2020-01-31,0,NA,NA,NA,8,0.411134044615883,40.8063563706592,0.0102300070522256,NA,NA,NA,"early"
10,2020-02-01,2410,0.408407304845499,40.757978331265,0.00994524877721265,8,0.422424353073331,40.9462564228417,0.0105601480451614,-0.0140170482278315,-0.188278091576713,-0.000614899267948742,"early"
11,2020-02-02,1087,0.403441769351038,39.7456719111616,0.0102074184925817,8,0.428307996684736,40.5292890229935,0.0108207836038725,-0.0248662273336988,-0.783617111831902,-0.000613365111290754,"early"
12,2020-02-03,1056,0.369828933680434,39.6393313677722,0.00943577768701417,8,0.460033474668834,42.4556363632085,0.0110618553996977,-0.0902045409884004,-2.81630499543628,-0.0016260777126835,"early"
13,2020-02-04,44,0.543501175940037,49.468593077302,0.0110504412312797,9,0.450303630401268,43.0890704903958,0.0106601906133517,0.0931975455387683,6.37952258690624,0.000390250617927919,"early"
14,2020-02-05,1650,0.50515434185805,50.3429950440219,0.00997494322138775,9,0.429232792752649,42.7414567273636,0.0101366832985108,0.0759215491054006,7.60153831665836,-0.000161740077123058,"recov2"
15,2020-02-06,3215,0.402209602116569,44.0799880862506,0.00893679539479266,9,0.429116179172228,43.7931895936464,0.00965223677486035,-0.0269065770556582,0.286798492604198,-0.000715441380067693,"recov2"
16,2020-02-07,3083,0.396598532764843,43.0335609471049,0.00910686401795839,9,0.424922637475628,42.5216759048166,0.00990119838959796,-0.0283241047107841,0.511885042288256,-0.000794334371639577,"recov2"
17,2020-02-08,2163,0.371626598090519,41.3652315332766,0.00901421893894512,9,0.432643870094302,42.8819821556454,0.0100532405471891,-0.0610172720037832,-1.51675062236889,-0.00103902160824398,"recov2"
18,2020-02-09,32,0.583775675124343,51.7668740793951,0.0116372624191439,9,0.444019145989418,44.0638531356534,0.0100716127291978,0.139756529134925,7.70302094374173,0.0015656496899461,"recov2"
19,2020-02-10,731,0.462601574442302,47.3584533127759,0.00959200262187458,9,0.440859810604126,45.4018987714821,0.00968314276213167,0.0217417638381758,1.95655454129376,-9.1140140257082e-05,"recov2"
20,2020-02-11,2962,0.46953585099619,48.7403107520788,0.00947337086633934,9,0.43708969616979,46.8193022609528,0.00927765202549943,0.0324461548264002,1.92100849112601,0.000195718840839902,"recov2"
21,2020-02-12,2620,0.45459712947526,44.4011245997487,0.0100618193637941,9,0.411189559734911,45.7348513657153,0.00896663400272884,0.0434075697403485,-1.33372676596662,0.00109518536106529,"recov3"
22,2020-02-13,11,0.662806695157831,43.2016852281204,0.0151976626603005,9,0.408690955170263,45.2360679541307,0.009039874566699,0.254115739987568,-2.03438272601032,0.00615778809360147,"recov3"
23,2020-02-14,18,0.525880235764715,43.7905059439393,0.0125049050731732,9,0.443068169343249,47.435428774066,0.0094511374783179,0.0828120664214664,-3.64492283012676,0.00305376759485526,"recov3"
24,2020-02-15,70,0.514044063538313,43.7813978691066,0.0118413967262151,9,0.442837536174723,48.7500561384056,0.00916056966096261,0.0712065273635896,-4.96865826929903,0.00268082706525247,"recov3"
25,2020-02-16,31,0.458249375224113,50.0575259946238,0.00850309345733883,9,0.444856873366049,50.3691642615073,0.00881094472895878,0.0133925018580649,-0.311638266883541,-0.000307851271619948,"recov3"
26,2020-02-17,830,0.183058120861351,38.6702439811201,0.00424113279987962,9,0.434143635106906,49.8396933133341,0.00869445464586084,-0.251085514245556,-11.1694493322141,-0.00445332184598122,"recov3"
27,2020-02-18,623,0.334242916112858,38.9327534661966,0.00832384931219307,9,0.424001931646928,48.9645964912117,0.00866519343729155,-0.0897590155340693,-10.0318430250151,-0.000341344125098479,"recov3"
