"window","days","clim_n","sif_anom","nirvr_anom","phif_anom"
"baseline",7,9,0.0656052749441973,2.14652748166824,0.000804875063933081
"pre7",6,8,0.0636799175346696,-5.67168784210385,0.00497358816509867
"acute",6,8,-0.0282035291235089,-1.04447293478494,-0.00037546060391264
"early",6,8,0.0614325348264014,3.16805848226699,0.000367218206784492
"recov2",7,9,0.0219454347335252,2.63772217219192,-0.000148615578077912
"recov3",7,9,0.0177271250844876,-4.78494588793077,0.00112643583886784
