"cstart","dSIF","gpp_ev","gpp_clim","dGPP"
1,-0.102944649590547,632.878070729621,615.765289235493,17.1127814941289
9,0.210778288232787,674.833839831474,650.167797823277,24.6660420081975
17,0.0492992277981323,627.370497634423,633.36778231685,-5.99728468242631
25,0.166510591523889,708.280644322515,707.081182916928,1.19946140558648
33,0.0362373945922063,671.002293461502,724.674699199015,-53.6724057375135
41,-0.0387601282228128,691.326252516409,688.821102215794,2.50515030061467
