"cstart","dSIF","gpp_ev","gpp_clim","dGPP"
49,0.142010013709563,900.641957561571,949.89945255784,-49.2574949962684
57,0.117572450712039,959.171426572359,898.715796526223,60.4556300461361
65,0.144254788166875,848.145436851211,895.060415818577,-46.9149789673654
73,0.0690590548445008,942.481833910035,908.559277257616,33.9225566524188
81,0.0682410225474765,888.388669092204,857.497909457901,30.8907596343035
89,0.0141036288701927,895.391251526562,809.794702829229,85.5965486973337
