"window","days","clim_n","sif_anom","nirvr_anom","phif_anom"
"baseline",7,24,0.139310742440228,6.86187623411996,0.00347262943490787
"pre7",7,26,0.159448107662793,10.4277747693977,0.00240919890972244
"acute",7,24,0.112852227830363,5.20469432421743,0.0025080497991234
"early",7,25,0.103498755982219,5.22168134742138,0.00174199141253288
"recov2",7,23,0.131907637608523,8.08864713227388,0.00119372013625798
"recov3",7,13,0.0643835660812858,3.7595304284601,0.000492710253070774
