"dSIF","wind_stress","ante_moist","acute_rain"
-0.13174575958526,0.223937410825238,405.849240109324,47.448052406311
-0.207430601462731,0.208116628867285,344.77967107296,28.9767832010984
0.147376252616436,0.231887138763738,401.988226413727,38.6540594100952
0.086385904158146,0.235632867716306,407.957650713623,42.5511146783829
0.241648550733915,0.236406337326556,398.365482248366,47.0968570709229
-0.0869348673472893,0.23411068565633,372.733083240688,50.8964142799377
-0.0494320408453635,0.229027901369636,385.571079030633,58.159947514534
-0.0900941890144723,0.225611947599141,359.459154307842,53.2596292495728
0.0478925291746764,0.221725697653144,364.456377863884,51.2956435680389
-0.0755523794343165,0.216557283261153,348.025989979506,28.9173345565796
-0.203242020403355,0.22201584025092,375.215968411416,32.343448638916
-0.101268916423131,0.227268389323461,410.98182669282,34.842869758606
-0.158708598807463,0.244151695291242,393.962641015649,42.7105875015259
-0.043061935996025,0.246793319528337,404.004547476768,42.4087917804718
0.034136705999564,0.249532507662213,422.481693355367,51.2196321487427
0.13215966115891,0.24077117514513,393.175376079977,61.653488188982
-0.240873781686037,0.219155437226144,314.145533274859,28.6003270745277
-0.110762195538739,0.231753700110387,357.292986378074,33.4011001586914
-0.0473257865458818,0.237826449800489,400.651608556509,35.7722473144531
-0.0610502964208614,0.25369154352976,417.415935114026,42.540905714035
-0.125366797392576,0.257725148612601,395.010016083717,43.7915942668915
-0.168729744945972,0.260895529759364,400.060439348221,43.4677858352661
-0.189577774797886,0.263083320808489,409.435157058761,41.1740058362484
0.100967778171093,0.2642005761813,424.959004282951,46.9264054298401
0.181702339058112,0.260895509184818,418.817030251026,53.1259608268738
-0.477885157523065,0.206681314205231,298.481455534697,13.3626680374146
-0.0180637809726545,0.234933320128801,324.033675268292,29.4130363464355
0.00709718307355131,0.242127048225542,348.291560828686,31.0627946853638
-0.203156803146014,0.249177819658407,388.245436668396,34.9329280853271
-0.140194106258461,0.255944947047782,425.876114465296,39.1148287206888
-0.0475361288537673,0.262263677865961,443.105879731476,40.3823144584894
0.0142779408941575,0.267950310332887,428.837950825691,37.687809124589
-0.167016289229203,0.272811844378252,403.583834044635,40.3184843063354
-0.0887964830746344,0.276660289439723,414.719322174788,42.5948963165283
-0.0297096039801927,0.279330481420676,428.217967152596,37.8389141559601
-0.222870100011437,0.280698761764624,410.555342018604,37.6231341362
-0.0340571687569312,0.280698756501595,407.487191319466,43.8400850296021
0.379941778535635,0.27666026438483,425.89682585001,54.1257905960083
0.00779748549559797,0.255953116799012,354.118651464581,53.1721513867378
-0.0173010350217513,0.244846771696076,319.81792601943,28.2223978042603
-0.0235765418360722,0.253137535784298,345.948510035872,29.3734735250473
-0.0604670498998306,0.261355302648106,377.634056579322,35.2715876102448
0.0197408993095068,0.26933404747439,409.030354440212,40.0757908821106
-0.156658226345985,0.276870710275783,435.927081272006,39.638370513916
-0.0661999599089316,0.283729611524784,444.676334440708,37.1923181414604
0.100662428542963,0.289653930619358,421.052116811275,38.1430978775024
-0.139685677086323,0.294385320859125,425.804925188422,44.6420087814331
0.0562365076492139,0.299391695971154,426.788888216019,43.0412831306458
0.161500829860559,0.299391689418303,435.48726350069,56.4725732803345
-0.136743379478662,0.255189238957397,328.718744985759,28.5266523361206
0.131202182700228,0.264759368313976,344.212211996317,31.7187547683716
0.148302285278828,0.274367542607236,351.532647907734,33.6766152381897
-0.143501907308905,0.283822423078888,378.556591466069,34.6311864852905
-0.0162910015334777,0.292876893980725,423.341063030064,36.6828289031982
0.0367857827792474,0.301229462066045,445.227440953255,40.3616847991943
-0.0140749207089435,0.308536256705544,430.694427013397,38.7851386070251
0.0785552821109602,0.320747468049401,425.063819374889,41.1249828934669
0.033491785517042,0.320747459743212,418.767408456653,50.323766708374
0.167068181216708,0.318595367503108,415.770254939795,54.5305023193359
-0.0180648655643157,0.284697945705852,368.053730782121,48.473112821579
0.0888151545375495,0.276938515842762,365.01787519455,49.5477871894836
0.00610748069856649,0.269362760238649,372.998406045139,51.5306661128998
-0.0830042154540709,0.345376872716618,412.453335911036,38.8353934288025
0.157542743066938,0.345376861962258,393.276135662571,37.698392868042
-0.0836875628382059,0.342597579618249,391.686215981841,47.3484485149384
-0.0239434792051803,0.337266854004732,411.155277185142,58.6229386329651
-0.11766339011305,0.292904258941978,369.983953915536,53.086621761322
0.136929343546421,0.283856791855567,367.320049285889,51.2237713336945
-0.0854297144484043,0.274408357953386,366.450787618756,51.1682435274124
-0.185237077717989,0.342209512195461,407.653591692448,26.9211554527283
0.111757567430527,0.370413188655496,452.393724165857,39.3379411697388
0.0524666040191957,0.374091831409269,421.317956626415,34.4216978773475
0.209591212029249,0.3740918171245,390.743253529072,32.2219280004501
0.143698153302064,0.370413147296072,387.785921871662,43.9799415320158
0.190221402451387,0.36342799189952,373.806823849678,55.5484726428986
0.0282980063607204,0.310419813214872,370.975357428193,45.1219543218613
0.224950963785242,0.299475096472723,360.093423746526,47.7653061151505
0.172450647822676,0.288230476081677,349.175603330135,48.969713896513
0.162838310281427,0.265936388531627,380.867951571941,46.3850560188293
0.063630475009472,0.329496538493972,365.01136046648,38.8197140693665
0.0175034159005839,0.302758401417732,350.499171772972,41.9216780662537
0.0554574488649675,0.277286572235243,363.495965987444,36.2655746936798
0.0700791615980276,0.333819386431304,345.322754468769,33.2324124053121
0.137280255834252,0.317840142384671,354.530482348986,35.0840477347374
0.170961426849157,0.289939916916399,366.28528457135,33.8819863498211
0.198034404123814,0.285475805369939,428.684587232769,35.3701022863388
0.145250080431492,0.286308720331611,318.79490885511,32.4141180515289
0.0200075565824815,0.386452507624842,353.607012152672,36.2771487236023
-0.105538472051353,0.42068505291223,354.697282344103,37.6463779211044
0.0480981478144634,0.357420828771886,343.986966431141,29.9352602958679
0.138339666306963,0.386521403078187,338.19582810998,35.1597878932953
0.0958081598381111,0.420755750600677,341.866507560015,33.3850507736206
-0.109495622759073,0.649616789188841,364.007287159562,30.4115433692932
0.0182464367697545,0.487935121511848,362.181281015277,39.4708696603775
0.0498013927588769,0.475415123638364,404.6821959503,51.5018193721771
-0.114041121398418,0.414622630355905,367.769597709179,34.0107221603394
0.244948796740414,0.999967327777185,390.58086758852,26.6659959405661
0.218889858851821,0.867211480052471,383.67786989361,25.4664309620857
0.0704437627444574,0.765518419035689,374.367778871208,28.8154244422913
-0.00171412984034333,0.564936896205832,373.192524254322,38.7366037368774
-0.0118034510264885,0.529612978835099,353.151534486562,36.8870558738708
-0.0503922686924628,0.617661358964885,364.344037905335,38.2796287536621
0.350918654475352,0.82635251214937,342.711150147021,25.7288004159927
0.113266071582825,0.740851698734515,373.063852086663,31.1835079193115
0.109928368310125,0.826567749118412,317.669870849699,25.1535758972168
-0.0341955600629341,0.877249058734272,348.687957368791,36.5036798715591
0.130764322633536,0.686295668179261,339.905665636063,37.6273860931396
-0.161408358906715,0.579324634376986,303.744060516357,20.0397248268127
0.12929433947304,0.487726657989479,240.034896351397,14.6708025932312
0.291533881207298,0.475564989659703,307.003514267504,25.3456130027771
0.0582029524246761,0.393785738729287,266.245068222284,14.26647824049
0.202850975995253,0.403303533725302,241.997394680977,14.4837690591812
0.0488954145759253,0.431409548002674,294.768885090947,22.6919851303101
0.114656738203897,0.346122448464911,261.971296301112,13.1861824989319
0.138635656143219,0.354708890088216,263.427093498409,15.0082665979862
0.0205325300792762,0.363583200794856,259.718890964985,14.7598373293877
0.0538740421632835,0.394757038938938,270.507418513298,21.1622409820557
0.215628355398765,0.404982230915885,313.788855373859,28.4498062133789
-0.364986982539305,0.440824328706399,754.296693593264,95.3972911834717
0.109502955680083,0.330130394440214,284.181647539139,16.5216933488846
0.145967637901496,0.356876478606979,213.026348292828,17.4891810417175
0.107050601050249,0.30873506844008,273.217867575586,18.582008600235
0.0357569316079129,0.325624061448552,258.93682718277,21.8815627098083
0.15800939365165,0.33142460721972,227.646789744496,26.6362328529358
0.146824951081335,0.337960178927843,233.809704050422,27.2943806648254
-0.117803917919605,0.36831280362976,742.054869189858,101.675854206085
-0.00908941313128583,0.299400133431448,267.349458754063,23.2890281677246
0.187778292501957,0.304304636830858,261.278250128031,26.2173523902893
0.144734715079259,0.309361473065536,237.396928630769,27.819287776947
-0.167563335691898,0.340607835080245,706.271932959557,91.9231128692627
0.0897677301416704,0.277081466349843,247.69848607108,20.715000629425
0.0388912691722223,0.281283408563884,250.688846170902,25.3482913970947
-0.0302006484021834,0.285605376010981,246.457780174911,24.9330019950867
0.0162341601202795,0.295990628613339,262.912303671241,28.10178565979
-0.0696691551258257,0.265234110881155,251.501485973597,23.2089445590973
-0.31569546832429,0.26907121752218,236.842927888036,21.1119194030762
-0.0721801088204077,0.273351989745,236.983171001077,23.361111164093
0.000670073832065715,0.278686404880385,276.511430822313,33.3364357948303
-0.0620634869684867,0.250917452736983,247.675711203367,21.0572628378868
-0.0941270300199679,0.254346711285374,236.198764648288,20.6271330118179
-0.150886010886903,0.258530169618591,239.727353552356,26.3618302345276
-0.0250933816269841,0.263293771873778,256.927130367607,34.3392720222473
-0.0645174449632656,0.241150177030505,222.367276325822,21.6221673488617
-0.0788084880461386,0.245233088161547,238.228554129601,28.8288300037384
-0.0525357471713887,0.249512555371453,220.249832123518,29.066739320755
-0.0555238486280135,0.222359828011536,210.88199108839,23.824613571167
0.143307351474952,0.204099692071917,262.06856457144,28.0418224334717
